Name,TCG,Amazon,Spread,% Spread
Hag Hedge-Mage,0.08,0.65,0.57,0.123076923
Ancient Grudge,0.08,0.65,0.57,0.123076923
Quench,0.08,0.65,0.57,0.123076923
Accorder Paladin,0.08,0.65,0.57,0.123076923
Scroll of The Masters ,0.08,0.65,0.57,0.123076923
Garruk's Packleader ,0.09,0.75,0.66,0.12
Fated Retribution,0.09,0.75,0.66,0.12
Gaze of Granite ,0.09,0.75,0.66,0.12
Mindsparker ,0.09,0.75,0.66,0.12
"Hixus, Prison Warden ",0.09,0.75,0.66,0.12
Merfolk Branchwalker,0.11,0.92,0.81,0.119565217
Blood-Chin Rager ,0.08,0.67,0.59,0.119402985
Verdant Force,0.08,0.68,0.6,0.117647059
Angelic Armaments ,0.08,0.68,0.6,0.117647059
Amplifire ,0.08,0.68,0.6,0.117647059
Viscerid Armor ,0.08,0.68,0.6,0.117647059
Misinformation,0.08,0.68,0.6,0.117647059
Mystic Retrieval ,0.08,0.68,0.6,0.117647059
Accorder's Shield,0.08,0.68,0.6,0.117647059
Levitation,0.08,0.68,0.6,0.117647059
Knight of Obligation ,0.08,0.68,0.6,0.117647059
Barbed Sliver,0.08,0.68,0.6,0.117647059
Angel's Feather,0.08,0.68,0.6,0.117647059
Gravepurge ,0.08,0.68,0.6,0.117647059
Phalanx Leader ,0.08,0.68,0.6,0.117647059
Fiend Hunter,0.08,0.68,0.6,0.117647059
Smuggler's Copter ,0.69,5.88,5.19,0.117346939
Skyknight Vanguard,0.09,0.77,0.68,0.116883117
Goblin Flotilla,0.19,1.67,1.48,0.113772455
Sejiri Steppe,0.08,0.71,0.63,0.112676056
Demonmail Hauberk,0.08,0.71,0.63,0.112676056
Dimir Guildgate,0.08,0.71,0.63,0.112676056
Peer Through Depths ,0.08,0.71,0.63,0.112676056
Two-Headed Giant,0.08,0.71,0.63,0.112676056
Temporal Spring,0.08,0.71,0.63,0.112676056
Astral Drift,0.08,0.71,0.63,0.112676056
Consume The Meek,0.08,0.71,0.63,0.112676056
"Tibalt, Rakish Instigator",0.1,0.91,0.81,0.10989011
Dance with Devils ,0.07,0.65,0.58,0.107692308
Day of the Dragons,0.07,0.65,0.58,0.107692308
Agent of The Fates,0.07,0.65,0.58,0.107692308
Goblin Ruinblaster ,0.07,0.65,0.58,0.107692308
Raise The Alarm ,0.07,0.65,0.58,0.107692308
Etched Oracle,0.07,0.65,0.58,0.107692308
Devils' Playground ,0.07,0.65,0.58,0.107692308
Elvish Visionary,0.07,0.65,0.58,0.107692308
Dissenter's Deliverance,0.07,0.65,0.58,0.107692308
Orzhov Cluestone,0.07,0.65,0.58,0.107692308
Death Ward,0.07,0.65,0.58,0.107692308
Far // Away ,0.07,0.65,0.58,0.107692308
Ravaging Blaze,0.07,0.65,0.58,0.107692308
Ridgescale Tusker ,0.07,0.65,0.58,0.107692308
Latch Seeker ,0.07,0.65,0.58,0.107692308
Eyes in The Skies ,0.07,0.65,0.58,0.107692308
Dread Statuary,0.07,0.65,0.58,0.107692308
Zhur-Taa Druid ,0.07,0.65,0.58,0.107692308
March from The Tomb ,0.07,0.65,0.58,0.107692308
Fabrication Module ,0.07,0.65,0.58,0.107692308
Imminent Doom,0.07,0.65,0.58,0.107692308
Swiftwater Cliffs ,0.07,0.65,0.58,0.107692308
Drogskol Cavalry,0.07,0.65,0.58,0.107692308
Barkhide Troll,0.07,0.65,0.58,0.107692308
Eldrazi Skyspawner ,0.07,0.65,0.58,0.107692308
Clarion Ultimatum,0.07,0.65,0.58,0.107692308
Outland Colossus ,0.07,0.65,0.58,0.107692308
Spectral Rider,0.07,0.65,0.58,0.107692308
Pulse Tracker,0.07,0.65,0.58,0.107692308
Burning Sun's Avatar,0.07,0.65,0.58,0.107692308
Goldmeadow Lookout,0.07,0.65,0.58,0.107692308
Phthisis ,0.07,0.65,0.58,0.107692308
Arctic Aven ,0.07,0.65,0.58,0.107692308
Magmatic Sinkhole,0.07,0.65,0.58,0.107692308
Azorius Guildgate,0.07,0.65,0.58,0.107692308
Dearly Departed,0.07,0.65,0.58,0.107692308
Sylvan Messenger ,0.07,0.65,0.58,0.107692308
Tribute to The Wild,0.07,0.65,0.58,0.107692308
Hellkite Hatchling,0.07,0.65,0.58,0.107692308
Secret Salvage ,0.07,0.65,0.58,0.107692308
Precognitive Perception,0.07,0.65,0.58,0.107692308
Voyaging Satyr ,0.07,0.65,0.58,0.107692308
Assembled Alphas ,0.07,0.65,0.58,0.107692308
Permeating Mass ,0.07,0.65,0.58,0.107692308
Angelic Wall,0.07,0.65,0.58,0.107692308
Wildgrowth Walker,0.07,0.65,0.58,0.107692308
Archetype of Finality ,0.5,4.65,4.15,0.107526882
Serra Angel,0.5,4.66,4.16,0.107296137
Gruesome Slaughter ,0.08,0.75,0.67,0.106666667
Destructive Revelry ,0.08,0.75,0.67,0.106666667
Seek The Horizon ,0.08,0.75,0.67,0.106666667
"Neheb, the Worthy",0.09,0.85,0.76,0.105882353
White Sun's Zenith,0.11,1.04,0.93,0.105769231
Goblin Warchief,0.38,3.66,3.28,0.103825137
Shipbreaker Kraken ,0.07,0.68,0.61,0.102941176
Ankle Shanker ,0.07,0.68,0.61,0.102941176
Furyblade Vampire ,0.07,0.68,0.61,0.102941176
Pale Moon,0.07,0.68,0.61,0.102941176
Veteran Armorsmith,0.07,0.68,0.61,0.102941176
Bloodhall Priest ,0.07,0.68,0.61,0.102941176
Azorius Chancery,0.07,0.68,0.61,0.102941176
Havengul Vampire ,0.07,0.68,0.61,0.102941176
Gallows at Willow Hill ,0.07,0.68,0.61,0.102941176
Fallen Angel,0.07,0.68,0.61,0.102941176
Ancestral Statue ,0.07,0.68,0.61,0.102941176
Illusory Ambusher ,0.07,0.68,0.61,0.102941176
Blink of an Eye,0.07,0.68,0.61,0.102941176
Somberwald Alpha ,0.07,0.68,0.61,0.102941176
Brain in a Jar,0.07,0.68,0.61,0.102941176
Golgari Guildmage,0.07,0.68,0.61,0.102941176
Celestial Flare ,0.07,0.68,0.61,0.102941176
Afterlife,0.07,0.68,0.61,0.102941176
Vine Trellis,0.07,0.71,0.64,0.098591549
Leonin Relic-Warder,0.07,0.71,0.64,0.098591549
Satyr Wayfinder ,0.07,0.71,0.64,0.098591549
Mizzium Skin ,0.07,0.71,0.64,0.098591549
Thud,0.11,1.15,1.04,0.095652174
Acidic Slime ,0.08,0.84,0.76,0.095238095
Nissa's Renewal ,0.1,1.05,0.95,0.095238095
Defy Death ,0.1,1.05,0.95,0.095238095
Impassioned Orator,0.11,1.16,1.05,0.094827586
Diamond Kaleidoscope,0.24,2.54,2.3,0.094488189
Dreamstone Hedron,0.09,0.96,0.87,0.09375
Storm Seeker,0.09,0.96,0.87,0.09375
Mindswipe ,0.07,0.75,0.68,0.093333333
Evolving Wilds,0.06,0.65,0.59,0.092307692
Jungle Hollow ,0.06,0.65,0.59,0.092307692
Blossoming Sands ,0.06,0.65,0.59,0.092307692
Lightning Strike,0.06,0.65,0.59,0.092307692
Wind-Scarred Crag ,0.06,0.65,0.59,0.092307692
Sunscorched Desert,0.06,0.65,0.59,0.092307692
Death Denied ,0.06,0.65,0.59,0.092307692
Gold Myr,0.06,0.65,0.59,0.092307692
Monk Idealist ,0.06,0.65,0.59,0.092307692
Incendiary Flow ,0.06,0.65,0.59,0.092307692
"Depala, Pilot Exemplar ",0.06,0.65,0.59,0.092307692
Shelter,0.06,0.65,0.59,0.092307692
Grim Guardian,0.06,0.65,0.59,0.092307692
Crash Through,0.06,0.65,0.59,0.092307692
Secluded Steppe,0.06,0.65,0.59,0.092307692
Lightning Strike ,0.06,0.65,0.59,0.092307692
Aven Riftwatcher ,0.06,0.65,0.59,0.092307692
Meandering River,0.06,0.65,0.59,0.092307692
Nylea's Disciple ,0.06,0.65,0.59,0.092307692
Akroan Crusader ,0.06,0.65,0.59,0.092307692
Arcbound Stinger,0.06,0.65,0.59,0.092307692
Crater's Claws ,0.06,0.65,0.59,0.092307692
Jeskai Charm ,0.06,0.65,0.59,0.092307692
Thought Harvester ,0.06,0.65,0.59,0.092307692
Overrun,0.06,0.65,0.59,0.092307692
Restore ,0.06,0.65,0.59,0.092307692
Voice of Reason,0.06,0.65,0.59,0.092307692
Cradle of the Accursed,0.06,0.65,0.59,0.092307692
Bone Saw ,0.06,0.65,0.59,0.092307692
Rolling Thunder ,0.06,0.65,0.59,0.092307692
Gnarlwood Dryad ,0.06,0.65,0.59,0.092307692
Mindmelter ,0.06,0.65,0.59,0.092307692
Thrashing Brontodon,0.09,0.99,0.9,0.090909091
Auratouched Mage ,0.09,1,0.91,0.09
Vinelasher Kudzu ,0.09,1.01,0.92,0.089108911
Fiend Hunter,0.07,0.79,0.72,0.088607595
Sanctuary Cat ,0.06,0.68,0.62,0.088235294
Goblin Banneret ,0.06,0.68,0.62,0.088235294
Goblin Battle Jester ,0.06,0.68,0.62,0.088235294
Dimensional Infiltrator ,0.06,0.68,0.62,0.088235294
Bloodthrone Vampire,0.06,0.68,0.62,0.088235294
Master Splicer,0.06,0.68,0.62,0.088235294
Sengir Vampire ,0.06,0.68,0.62,0.088235294
Human Token,0.06,0.68,0.62,0.088235294
Netcaster Spider ,0.06,0.68,0.62,0.088235294
Deadly Allure ,0.06,0.68,0.62,0.088235294
Vapor Snag,0.09,1.03,0.94,0.087378641
Charmbreaker Devils,0.09,1.04,0.95,0.086538462
Martial Law ,0.06,0.71,0.65,0.084507042
Nemesis of Mortals ,0.06,0.71,0.65,0.084507042
Battle-Mad Ronin,0.06,0.71,0.65,0.084507042
Fleet Swallower,0.25,3.03,2.78,0.082508251
Staff of The Death Magus ,0.06,0.75,0.69,0.08
Hellion Crucible ,0.06,0.75,0.69,0.08
Key to The City ,0.06,0.75,0.69,0.08
Herdchaser Dragon ,0.06,0.75,0.69,0.08
Darksteel Sentinel,0.07,0.89,0.82,0.078651685
Ajani's Sunstriker ,0.05,0.65,0.6,0.076923077
Moonblade Shinobi,0.05,0.65,0.6,0.076923077
Psychic Barrier,0.05,0.65,0.6,0.076923077
Crumbling Vestige ,0.05,0.65,0.6,0.076923077
Scoured Barrens ,0.05,0.65,0.6,0.076923077
Universal Automaton,0.05,0.65,0.6,0.076923077
Avacyn's Pilgrim,0.05,0.65,0.6,0.076923077
Bishop's Soldier,0.05,0.65,0.6,0.076923077
Magma Jet,0.05,0.65,0.6,0.076923077
Clear The Mind,0.05,0.65,0.6,0.076923077
Rugged Highlands ,0.05,0.65,0.6,0.076923077
Drown in Sorrow ,0.05,0.65,0.6,0.076923077
Tower Defense ,0.05,0.65,0.6,0.076923077
Archweaver ,0.05,0.65,0.6,0.076923077
Noggle Bandit,0.05,0.65,0.6,0.076923077
Borrowed Hostility ,0.05,0.65,0.6,0.076923077
Boros Cluestone,0.05,0.65,0.6,0.076923077
Pelakka Wurm,0.05,0.65,0.6,0.076923077
Algae Gharial ,0.05,0.65,0.6,0.076923077
Dungeon Geists,0.05,0.65,0.6,0.076923077
Kjeldoran Home Guard,0.05,0.65,0.6,0.076923077
Sultai Banner ,0.05,0.65,0.6,0.076923077
Infernal Plunge,0.05,0.65,0.6,0.076923077
Regal Bloodlord,0.05,0.65,0.6,0.076923077
Compulsive Research,0.05,0.65,0.6,0.076923077
Disdainful Stroke ,0.05,0.65,0.6,0.076923077
Acrobatic Maneuver ,0.05,0.65,0.6,0.076923077
Prophetic Prism ,0.05,0.65,0.6,0.076923077
Shepherd of the Lost,0.05,0.65,0.6,0.076923077
Captain's Call ,0.05,0.65,0.6,0.076923077
Gallows Warden,0.05,0.65,0.6,0.076923077
Korozda Guildmage ,0.05,0.65,0.6,0.076923077
Glyph Keeper,0.05,0.65,0.6,0.076923077
Shreds of Sanity ,0.05,0.65,0.6,0.076923077
Ethersworn Shieldmage,0.05,0.65,0.6,0.076923077
Perilous Myr,0.05,0.65,0.6,0.076923077
Deadlock Trap ,0.05,0.65,0.6,0.076923077
Firemind's Foresight ,0.05,0.65,0.6,0.076923077
Corrupted Roots,0.05,0.65,0.6,0.076923077
Hedron Alignment ,0.05,0.65,0.6,0.076923077
Gustcloak Savior,0.05,0.65,0.6,0.076923077
Kingpin's Pet ,0.05,0.65,0.6,0.076923077
Anax and Cymede,0.05,0.65,0.6,0.076923077
Scion Summoner ,0.05,0.65,0.6,0.076923077
Brutal Expulsion ,0.05,0.65,0.6,0.076923077
Daring Saboteur,0.05,0.65,0.6,0.076923077
Gideon's Phalanx ,0.05,0.65,0.6,0.076923077
Gravepurge ,0.05,0.65,0.6,0.076923077
Horde of Notions ,0.27,3.66,3.39,0.073770492
Ipnu Rivulet,0.05,0.68,0.63,0.073529412
Drought,0.05,0.68,0.63,0.073529412
Servo Schematic ,0.05,0.68,0.63,0.073529412
Combine Guildmage,0.05,0.68,0.63,0.073529412
Boonweaver Giant ,0.05,0.68,0.63,0.073529412
Disfigure,0.05,0.68,0.63,0.073529412
Kraken Hatchling,0.05,0.68,0.63,0.073529412
Avacyn's Collar ,0.05,0.68,0.63,0.073529412
Tracker's Instincts ,0.05,0.68,0.63,0.073529412
Emmara Tandris,0.15,2.05,1.9,0.073170732
Crypt Rats,0.09,1.25,1.16,0.072
Vital Splicer,0.05,0.71,0.66,0.070422535
Sift Through Sands,0.05,0.71,0.66,0.070422535
Clone ,0.09,1.35,1.26,0.066666667
Groundshaker Sliver,0.05,0.75,0.7,0.066666667
Disenchant,0.05,0.78,0.73,0.064102564
Lancer Sliver,0.04,0.65,0.61,0.061538462
Balustrade Spy ,0.04,0.65,0.61,0.061538462
Typhoid Rats ,0.04,0.65,0.61,0.061538462
Awaken The Bear ,0.04,0.65,0.61,0.061538462
Workshop Assistant ,0.04,0.65,0.61,0.061538462
"Atemsis, All-Seeing",0.04,0.65,0.61,0.061538462
Myrsmith,0.04,0.65,0.61,0.061538462
Builder's Blessing ,0.04,0.65,0.61,0.061538462
Devour Flesh ,0.04,0.65,0.61,0.061538462
Kozilek's Pathfinder ,0.04,0.65,0.61,0.061538462
Banisher Priest ,0.04,0.65,0.61,0.061538462
Negate ,0.04,0.65,0.61,0.061538462
Bishop of the Bloodstained,0.04,0.65,0.61,0.061538462
Call of The Conclave ,0.04,0.65,0.61,0.061538462
Goblin Electromancer ,0.04,0.65,0.61,0.061538462
Chief of The Foundry ,0.04,0.65,0.61,0.061538462
Ghastly Discovery,0.04,0.65,0.61,0.061538462
Blighted Steppe ,0.04,0.65,0.61,0.061538462
Auramancer ,0.04,0.65,0.61,0.061538462
Chief of The Scale ,0.04,0.65,0.61,0.061538462
Carrion Rats,0.04,0.65,0.61,0.061538462
Reclaim ,0.04,0.65,0.61,0.061538462
Copperhorn Scout ,0.04,0.65,0.61,0.061538462
Ninja of The New Moon,0.04,0.65,0.61,0.061538462
Gnarlroot Trapper ,0.04,0.65,0.61,0.061538462
Mesa Pegasus,0.04,0.65,0.61,0.061538462
Open The Gates,0.04,0.65,0.61,0.061538462
Brood Butcher,0.04,0.65,0.61,0.061538462
Vampire Outcasts ,0.04,0.65,0.61,0.061538462
Ballynock Cohort,0.04,0.65,0.61,0.061538462
Kithkin Healer,0.04,0.65,0.61,0.061538462
Shanodin Dryads,0.04,0.66,0.62,0.060606061
Tranquil Cove ,0.04,0.68,0.64,0.058823529
Scars of The Veteran,0.04,0.68,0.64,0.058823529
Larger Than Life ,0.04,0.68,0.64,0.058823529
"Raff Capashen, Ship's Mage",0.04,0.68,0.64,0.058823529
Dawn to Dusk ,0.04,0.68,0.64,0.058823529
Sound The Call,0.04,0.68,0.64,0.058823529
Albino Troll,0.04,0.68,0.64,0.058823529
Turn into a Pumpkin,0.04,0.68,0.64,0.058823529
Ray of Command,0.04,0.68,0.64,0.058823529
Howl of The Night Pack ,0.06,1.05,0.99,0.057142857
Garruk's Companion,0.04,0.71,0.67,0.056338028
Volcanic Hammer,0.04,0.71,0.67,0.056338028
Typhoid Rats ,0.04,0.71,0.67,0.056338028
Contraband Kingpin ,0.04,0.71,0.67,0.056338028
Tribute to Hunger,0.04,0.71,0.67,0.056338028
Eater of Hope ,0.04,0.75,0.71,0.053333333
Meandering Towershell ,0.04,0.75,0.71,0.053333333
Feldon's Cane,0.08,1.53,1.45,0.052287582
Tomb of The Spirit Dragon ,0.29,5.61,5.32,0.051693405
Dakkon Blackblade,0.25,4.99,4.74,0.0501002
Twins of Maurer Estate ,0.03,0.65,0.62,0.046153846
Chief of The Edge ,0.03,0.65,0.62,0.046153846
Angelic Exaltation,0.03,0.65,0.62,0.046153846
Smoke Shroud,0.03,0.65,0.62,0.046153846
Scrounging Bandar ,0.03,0.65,0.62,0.046153846
Iceberg Cancrix,0.03,0.65,0.62,0.046153846
Fiend Hunter,0.03,0.65,0.62,0.046153846
Multiform Wonder ,0.03,0.65,0.62,0.046153846
Magma Spray,0.03,0.65,0.62,0.046153846
Longtusk Cub ,0.03,0.65,0.62,0.046153846
Sage's Row Denizen ,0.03,0.65,0.62,0.046153846
Cloudform ,0.03,0.65,0.62,0.046153846
Dovin's Acuity,0.03,0.65,0.62,0.046153846
Deep Freeze,0.03,0.65,0.62,0.046153846
Consulate Skygate ,0.03,0.65,0.62,0.046153846
Essence Scatter,0.03,0.65,0.62,0.046153846
Essence Scatter ,0.03,0.65,0.62,0.046153846
Cache Raiders,0.03,0.65,0.62,0.046153846
Kraken's Eye,0.03,0.65,0.62,0.046153846
Putrid Goblin,0.03,0.65,0.62,0.046153846
Woodland Stream,0.03,0.65,0.62,0.046153846
Sporecap Spider,0.03,0.65,0.62,0.046153846
Bloodfell Caves ,0.03,0.65,0.62,0.046153846
Embodiment of Fury ,0.03,0.65,0.62,0.046153846
Soulsworn Spirit ,0.03,0.65,0.62,0.046153846
Alive // Well,0.03,0.65,0.62,0.046153846
Felidar Cub ,0.03,0.65,0.62,0.046153846
Mer-Ek Nightblade,0.03,0.65,0.62,0.046153846
Gearshift Ace ,0.03,0.65,0.62,0.046153846
Unbridled Growth ,0.03,0.65,0.62,0.046153846
Return from Extinction,0.03,0.65,0.62,0.046153846
Verdant Haven ,0.03,0.65,0.62,0.046153846
KOR Sanctifiers ,0.03,0.65,0.62,0.046153846
Murder ,0.03,0.65,0.62,0.046153846
Borderland Ranger ,0.03,0.65,0.62,0.046153846
Runic Repetition,0.03,0.65,0.62,0.046153846
Dragon Fodder ,0.03,0.68,0.65,0.044117647
Goblin Electromancer ,0.03,0.68,0.65,0.044117647
Angel's Mercy ,0.03,0.68,0.65,0.044117647
Sentinel Spider ,0.03,0.68,0.65,0.044117647
Prognostic Sphinx ,0.03,0.68,0.65,0.044117647
Relic Putrescence,0.03,0.68,0.65,0.044117647
Compelling Argument,0.03,0.68,0.65,0.044117647
Dwarven Mine,0.03,0.68,0.65,0.044117647
Plague Rats,0.03,0.68,0.65,0.044117647
Syncopate,0.03,0.68,0.65,0.044117647
Awaken The Ancient ,0.09,2.08,1.99,0.043269231
Giant Growth ,0.03,0.71,0.68,0.042253521
Staff of The Wild Magus ,0.03,0.75,0.72,0.04
Thrashing Brontodon,0.03,0.77,0.74,0.038961039
Meteor Golem,0.03,0.79,0.76,0.037974684
Loaming Shaman,0.02,0.65,0.63,0.030769231
Angel's Mercy ,0.02,0.65,0.63,0.030769231
Azra Smokeshaper,0.02,0.65,0.63,0.030769231
Rhizome Lurcher,0.02,0.65,0.63,0.030769231
Vent Sentinel,0.02,0.65,0.63,0.030769231
Prey Upon,0.02,0.65,0.63,0.030769231
Daggerdrome Imp ,0.02,0.65,0.63,0.030769231
Serene Remembrance ,0.02,0.65,0.63,0.030769231
Pondering Mage,0.02,0.65,0.63,0.030769231
Fortuitous FInd ,0.02,0.65,0.63,0.030769231
Treasure Keeper ,0.02,0.65,0.63,0.030769231
Azorius Justiciar ,0.02,0.65,0.63,0.030769231
Serra Angel,0.02,0.65,0.63,0.030769231
Battlewise Hoplite,0.02,0.65,0.63,0.030769231
Plague Mare,0.02,0.65,0.63,0.030769231
Fleshpulper Giant ,0.02,0.65,0.63,0.030769231
Inescapable Brute,0.02,0.65,0.63,0.030769231
Jwari Scuttler,0.02,0.65,0.63,0.030769231
Feral Animist ,0.02,0.65,0.63,0.030769231
Sunspire Griffin ,0.02,0.65,0.63,0.030769231
Primal Clay ,0.02,0.65,0.63,0.030769231
Dragon Mantle ,0.02,0.65,0.63,0.030769231
Nature's Panoply ,0.02,0.65,0.63,0.030769231
Shock,0.02,0.68,0.66,0.029411765
Diamond Mare,0.02,0.68,0.66,0.029411765
Embersmith,0.02,0.68,0.66,0.029411765
Glaring Aegis ,0.02,0.68,0.66,0.029411765
Faerie Duelist,0.02,0.68,0.66,0.029411765
Phantasmal Bear,0.02,0.68,0.66,0.029411765
Ondu Rising ,0.02,0.68,0.66,0.029411765
Sphinx of New Prahv,0.02,0.68,0.66,0.029411765
Demystify,0.02,0.68,0.66,0.029411765
Thornwood Falls ,0.02,0.68,0.66,0.029411765
Evolving Wilds,0.02,0.71,0.69,0.028169014
Mnemonic Wall ,0.02,0.71,0.69,0.028169014
Gravetiller Wurm ,0.02,0.71,0.69,0.028169014
Shriekgeist,0.02,0.71,0.69,0.028169014
Serra Angel ,0.02,0.71,0.69,0.028169014
Temur Charm ,0.02,0.71,0.69,0.028169014
Silburlind Snapper ,0.01,0.65,0.64,0.015384615
Moment of Heroism,0.01,0.65,0.64,0.015384615
Abomination of Gudul ,0.01,0.65,0.64,0.015384615
Rotwidow Pack,0.01,0.65,0.64,0.015384615
Cranial Archive ,0.01,0.65,0.64,0.015384615
Salt Road Quartermasters ,0.01,0.65,0.64,0.015384615
Ephara's Radiance ,0.01,0.65,0.64,0.015384615
Ongoing Investigation ,0.01,0.65,0.64,0.015384615
Shambling Ghoul ,0.01,0.65,0.64,0.015384615
Bomber Corps ,0.01,0.65,0.64,0.015384615
Plummet ,0.01,0.65,0.64,0.015384615
Abandon Reason ,0.01,0.65,0.64,0.015384615
Squelching Leeches ,0.01,0.65,0.64,0.015384615
Ghostly Possession,0.01,0.65,0.64,0.015384615
River Hoopoe,0.01,0.65,0.64,0.015384615
Ravenous Harpy,0.01,0.65,0.64,0.015384615
Reclaiming Vines ,0.01,0.65,0.64,0.015384615
Wild Instincts ,0.01,0.65,0.64,0.015384615
Bastion Mastodon ,0.01,0.65,0.64,0.015384615
Unruly Mob,0.01,0.65,0.64,0.015384615
Visionary Augmenter ,0.01,0.65,0.64,0.015384615
Tranquil Expanse ,0.01,0.65,0.64,0.015384615
Glint-Sleeve Artisan ,0.01,0.65,0.64,0.015384615
Accomplished Automaton ,0.01,0.65,0.64,0.015384615
Iron League Steed ,0.01,0.65,0.64,0.015384615
Celestial Flare ,0.01,0.65,0.64,0.015384615
Rakdos Shred-Freak ,0.01,0.65,0.64,0.015384615
Propeller Pioneer ,0.01,0.65,0.64,0.015384615
Aether Inspector ,0.01,0.65,0.64,0.015384615
Enduring Sliver,0.01,0.65,0.64,0.015384615
Thriving Turtle ,0.01,0.65,0.64,0.015384615
Pack Mastiff,0.01,0.65,0.64,0.015384615
Fan Bearer,0.01,0.65,0.64,0.015384615
in Oketra's Name,0.01,0.65,0.64,0.015384615
Destructive Tampering ,0.01,0.65,0.64,0.015384615
Inferno Hellion,0.01,0.65,0.64,0.015384615
Watcher in The Web ,0.01,0.65,0.64,0.015384615
Pensive Minotaur,0.01,0.65,0.64,0.015384615
Dutiful Return ,0.01,0.65,0.64,0.015384615
Unknown Shores ,0.01,0.65,0.64,0.015384615
Harvest Gwyllion,0.01,0.65,0.64,0.015384615
Magma Spray ,0.01,0.65,0.64,0.015384615
Child of Night,0.01,0.65,0.64,0.015384615
Duress,0.01,0.65,0.64,0.015384615
Inspiring Cleric,0.01,0.65,0.64,0.015384615
Mark of The Vampire ,0.01,0.65,0.64,0.015384615
Aerial Modification ,0.01,0.65,0.64,0.015384615
Zhur-Taa Swine ,0.01,0.65,0.64,0.015384615
Aven Skirmisher ,0.01,0.65,0.64,0.015384615
Abundant Maw ,0.01,0.65,0.64,0.015384615
Amrou Seekers,0.01,0.65,0.64,0.015384615
Apothecary Geist ,0.01,0.65,0.64,0.015384615
Faith of the Devoted,0.01,0.65,0.64,0.015384615
Guardians of Meletis ,0.01,0.65,0.64,0.015384615
Wall of One Thousand Cuts,0.01,0.65,0.64,0.015384615
Illusory Wrappings,0.01,0.65,0.64,0.015384615
Bolt of Keranos ,0.01,0.65,0.64,0.015384615
Dazzling Ramparts ,0.01,0.65,0.64,0.015384615
Stitchwing Skaab ,0.01,0.65,0.64,0.015384615
Slice in Twain,0.01,0.65,0.64,0.015384615
Feral Prowler,0.01,0.65,0.64,0.015384615
Aetherstream Leopard ,0.01,0.65,0.64,0.015384615
Lurking Arynx ,0.01,0.65,0.64,0.015384615
Spellheart Chimera ,0.01,0.65,0.64,0.015384615
Stitched Mangler,0.01,0.65,0.64,0.015384615
Natural Connection ,0.01,0.65,0.64,0.015384615
Faerie Miscreant ,0.01,0.65,0.64,0.015384615
Goblin War Paint ,0.01,0.65,0.64,0.015384615
Wall of Vines,0.01,0.65,0.64,0.015384615
Struggle // Survive,0.01,0.65,0.64,0.015384615
Trove of Temptation,0.01,0.65,0.64,0.015384615
Lava Dart,0.01,0.65,0.64,0.015384615
Thicket Crasher,0.01,0.65,0.64,0.015384615
Desecrator Hag,0.01,0.65,0.64,0.015384615
Outland Boar ,0.01,0.65,0.64,0.015384615
Matca Rioters,0.01,0.65,0.64,0.015384615
Malakir Familiar ,0.01,0.65,0.64,0.015384615
Shield Mare,0.01,0.65,0.64,0.015384615
Salvage Drone ,0.01,0.65,0.64,0.015384615
Bountiful Harvest,0.01,0.65,0.64,0.015384615
Servo Exhibition ,0.01,0.68,0.67,0.014705882
Snare Thopter ,0.01,0.68,0.67,0.014705882
Frostwalla,0.01,0.68,0.67,0.014705882
Ruin Rat,0.01,0.71,0.7,0.014084507
Twin-Silk Spider,0.01,0.71,0.7,0.014084507
Ainok Survivalist ,0.01,0.71,0.7,0.014084507
Wurm's Tooth,0.01,0.71,0.7,0.014084507
Lay Claim,0.01,0.72,0.71,0.013888889
Aerial Assault,0.01,0.75,0.74,0.013333333
Demon's Horn,0.01,0.78,0.77,0.012820513
MOX Opal ,,93.71,93.71,0
Vampiric Tutor ,,83.99,83.99,0
Dark Confidant,,43.89,43.89,0
Mana Vault,,36.7,36.7,0
Dragon Broodmother ,,33.59,33.59,0
Arcades Sabboth,,29.27,29.27,0
Carpet of Flowers,,22.87,22.87,0
Jet Medallion ,,20.58,20.58,0
Pact of Negation,,18.52,18.52,0
"Teferi, Temporal Archmage ",,16.98,16.98,0
Master Transmuter,,16.78,16.78,0
Grave Titan,,16.15,16.15,0
"Nissa, Worldwaker ",,14,14,0
Argothian Enchantress ,,12.73,12.73,0
Deepglow Skate ,,12.19,12.19,0
Forced Fruition,,11.99,11.99,0
Baneslayer Angel,,11.45,11.45,0
Temporal Mastery,,10.05,10.05,0
"Mirri, Weatherlight Duelist",,9.83,9.83,0
"Krenko, Mob Boss",,9.22,9.22,0
KOR Haven,,9.19,9.19,0
Riptide Laboratory,,8.99,8.99,0
Manamorphose,,8.88,8.88,0
"Liliana, Death Wielder",,8.19,8.19,0
Moggcatcher,,7.82,7.82,0
Birds of Paradise,,7.78,7.78,0
Warren Instigator,,7.55,7.55,0
Corpse Dance,,7.28,7.28,0
"Chandra, Bold Pyromancer",,7.27,7.27,0
Aura Thief,,7.13,7.13,0
"Alela, Artful Provocateur",,6.84,6.84,0
Magus of the Moon,,6.8,6.8,0
Ajani Vengeant,,6.25,6.25,0
"Nissa, Genesis Mage",,6.25,6.25,0
Jokulhaups,,6.16,6.16,0
Rhox Faithmender ,,5.72,5.72,0
"Ben-Ben, Akki Hermit",,5.62,5.62,0
"Teysa, Envoy of Ghosts",,5.54,5.54,0
